column,row,id,common_crops
13,28,448,"cabbage, cauliflower, garlic, lentil"
13,29,449,"cabbage, cauliflower, garlic, lentil"
13,30,450,mustard
13,31,451,
13,32,452,
13,33,453,
13,34,454,
13,35,455,
14,1,456,
14,2,457,
14,3,458,
14,4,459,
14,5,460,
14,6,461,
14,7,462,
14,8,463,
14,9,464,"banana, mustard"
14,10,465,mustard
14,11,466,
14,12,467,
14,13,468,
14,14,469,"cabbage, cauliflower, garlic, lentil"
14,15,470,
14,16,471,
14,17,472,
14,18,473,"cabbage, cauliflower, garlic, lentil"
14,19,474,"cabbage, cauliflower, garlic, lentil"
14,20,475,"cabbage, cauliflower, garlic, lentil"
14,21,476,"banana, garlic, onion"
14,22,477,"banana, mustard"
14,23,478,"banana, mustard"
14,24,479,"banana, mustard"
14,25,480,"banana, mustard"
14,26,481,"banana, mustard"
14,27,482,"banana, mustard"
14,28,483,"cabbage, cauliflower, garlic, lentil"
14,29,484,"cabbage, cauliflower, garlic, lentil"
14,30,485,"cabbage, cauliflower, garlic, lentil"
14,31,486,
14,32,487,
14,33,488,
14,34,489,
14,35,490,
15,1,491,
15,2,492,
15,3,493,
15,4,494,
15,5,495,
15,6,496,
15,7,497,
15,8,498,"cabbage, cauliflower, garlic, lentil"
15,9,499,"cabbage, cauliflower, garlic, lentil"
15,10,500,"cabbage, cauliflower, garlic, lentil"
15,11,501,"cabbage, cauliflower, garlic, lentil"
15,12,502,"cabbage, cauliflower, garlic, lentil"
15,13,503,"cabbage, cauliflower, garlic, lentil"
15,14,504,"cabbage, cauliflower, garlic, lentil"
15,15,505,mustard
15,16,506,"chickpea, groundnut, mustard, potato"
15,17,507,"chickpea, groundnut, mustard, potato"
15,18,508,"chickpea, groundnut, mustard, potato"
15,19,509,"cabbage, cauliflower, garlic, lentil"
15,20,510,"cabbage, cauliflower, garlic, lentil"
15,21,511,"cabbage, cauliflower, garlic, lentil"
15,22,512,"cabbage, cauliflower, garlic, lentil"
15,23,513,"cabbage, cauliflower, garlic, lentil"
15,24,514,"banana, mustard"
15,25,515,"banana, mustard"
15,26,516,"banana, mustard"
15,27,517,"banana, mustard"
15,28,518,"lentil, blackgram, chickpea"
15,29,519,"cabbage, cauliflower, garlic, lentil"
15,30,520,"lentil, blackgram, chickpea"
15,31,521,
15,32,522,
15,33,523,
15,34,524,
15,35,525,
16,1,526,
16,2,527,
16,3,528,
16,4,529,
16,5,530,
16,6,531,
16,7,532,
16,8,533,"cabbage, cauliflower, garlic, lentil"
16,9,534,"cabbage, cauliflower, garlic, lentil"
16,10,535,"cabbage, cauliflower, garlic, lentil"
16,11,536,"cabbage, cauliflower, garlic, lentil"
16,12,537,"cabbage, cauliflower, garlic, lentil"
16,13,538,"cabbage, cauliflower, garlic, lentil"
16,14,539,mustard
16,15,540,"chickpea, groundnut, mustard, potato"
16,16,541,"chickpea, groundnut, mustard, potato"
16,17,542,"chickpea, groundnut, mustard, potato"
16,18,543,"chickpea, groundnut, mustard, potato"
16,19,544,mustard
16,20,545,mustard
16,21,546,mustard
16,22,547,mustard
16,23,548,mustard
16,24,549,mustard
16,25,550,mustard
16,26,551,mustard
16,27,552,mustard
16,28,553,"cabbage, cauliflower, garlic, lentil"
16,29,554,"cabbage, cauliflower, garlic, lentil"
16,30,555,"lentil, blackgram, chickpea"
16,31,556,"lentil, blackgram, chickpea"
16,32,557,
16,33,558,
16,34,559,
16,35,560,
17,1,561,
17,2,562,
17,3,563,
17,4,564,
17,5,565,
17,6,566,
17,7,567,
17,8,568,"chickpea, groundnut, mustard, potato"
17,9,569,"cabbage, cauliflower, garlic, lentil"
17,10,570,"rice, wheat, chickpea"
17,11,571,"garlic, lentil, okra"
17,12,572,"chickpea, groundnut, mustard, potato"
17,13,573,"chickpea, groundnut, mustard, potato"
17,14,574,"chickpea, groundnut, mustard, potato"
17,15,575,"chickpea, groundnut, mustard, potato"
17,16,576,"chickpea, groundnut, mustard, potato"
17,17,577,"chickpea, groundnut, mustard, potato"
17,18,578,mustard
17,19,579,"cabbage, cauliflower, garlic, lentil"
17,20,580,"cabbage, cauliflower, garlic, lentil"
17,21,581,"cabbage, cauliflower, garlic, lentil"
17,22,582,"cabbage, cauliflower, garlic, lentil"
17,23,583,"cabbage, cauliflower, garlic, lentil"
17,24,584,"cabbage, cauliflower, garlic, lentil"
17,25,585,"cabbage, cauliflower, garlic, lentil"
17,26,586,"cabbage, cauliflower, garlic, lentil"
17,27,587,"cabbage, cauliflower, garlic, lentil"
17,28,588,"cabbage, cauliflower, garlic, lentil"
17,29,589,"cabbage, cauliflower, garlic, lentil"
17,30,590,"chickpea, groundnut, lentil"
17,31,591,"chickpea, groundnut, lentil"
17,32,592,"chickpea, groundnut, lentil"
17,33,593,
17,34,594,
17,35,595,
18,1,596,
18,2,597,
18,3,598,
18,4,599,
18,5,600,
18,6,601,
18,7,602,
18,8,603,"chickpea, groundnut, mustard, potato"
18,9,604,"chickpea, groundnut, mustard, potato"
18,10,605,"rice, wheat, chickpea"
18,11,606,"rice, wheat, chickpea"
18,12,607,"chickpea, groundnut, mustard, potato"
18,13,608,"chickpea, groundnut, mustard, potato"
18,14,609,"chickpea, groundnut, mustard, potato"
18,15,610,"chickpea, groundnut, mustard, potato"
18,16,611,"chickpea, groundnut, mustard, potato"
18,17,612,"chickpea, groundnut, mustard, potato"
18,18,613,"chickpea, groundnut, mustard, potato"
18,19,614,"cabbage, cauliflower, garlic, lentil"
18,20,615,"cabbage, cauliflower, garlic, lentil"
18,21,616,"cabbage, cauliflower, garlic, lentil"
18,22,617,"cabbage, cauliflower, garlic, lentil"
18,23,618,"cabbage, cauliflower, garlic, lentil"
18,24,619,"lentil, blackgram, chickpea"
18,25,620,"cabbage, cauliflower, garlic, lentil"
18,26,621,"cabbage, cauliflower, garlic, lentil"
18,27,622,"cabbage, cauliflower, garlic, lentil"
18,28,623,"chickpea, groundnut, mustard, potato"
18,29,624,
18,30,625,
18,31,626,
18,32,627,
18,33,628,
18,34,629,
18,35,630,
19,1,631,
19,2,632,
19,3,633,
19,4,634,
19,5,635,
19,6,636,
19,7,637,
19,8,638,mustard
19,9,639,mustard
19,10,640,mustard
19,11,641,garlic
19,12,642,mustard
19,13,643,mustard
19,14,644,mustard
19,15,645,mustard
19,16,646,mustard
19,17,647,mustard
19,18,648,mustard
19,19,649,mustard
19,20,650,"cabbage, cauliflower, garlic, lentil"
19,21,651,"cabbage, cauliflower, garlic, lentil"
19,22,652,"cabbage, cauliflower, garlic, lentil"
19,23,653,"cabbage, cauliflower, garlic, lentil"
19,24,654,"lentil, blackgram, chickpea"
19,25,655,"cabbage, cauliflower, garlic, lentil"
19,26,656,"cabbage, cauliflower, garlic, lentil"
19,27,657,"chickpea, groundnut, mustard, potato"
19,28,658,
19,29,659,
19,30,660,
19,31,661,
19,32,662,
19,33,663,
19,34,664,
19,35,665,
20,1,666,
20,2,667,
20,3,668,
20,4,669,
20,5,670,
20,6,671,
20,7,672,
20,8,673,"chickpea, groundnut, mustard, potato"
20,9,674,"chickpea, groundnut, mustard, potato"
20,10,675,"chickpea, groundnut, mustard, potato"
20,11,676,"rice, wheat, chickpea"
20,12,677,"rice, wheat, chickpea"
20,13,678,"chickpea, groundnut, mustard, potato"
20,14,679,"chickpea, groundnut, mustard, potato"
20,15,680,"chickpea, groundnut, mustard, potato"
20,16,681,"chickpea, groundnut, mustard, potato"
20,17,682,"chickpea, groundnut, mustard, potato"
20,18,683,"chickpea, groundnut, mustard, potato"
20,19,684,"chickpea, groundnut, mustard, potato"
20,20,685,"chickpea, groundnut, mustard, potato"
20,21,686,"chickpea, groundnut, mustard, potato"
20,22,687,"rice, wheat, chickpea"
20,23,688,"rice, wheat, chickpea"
20,24,689,"chickpea, groundnut"
20,25,690,"chickpea, groundnut"
20,26,691,"chickpea, groundnut"
20,27,692,
20,28,693,
20,29,694,
20,30,695,
20,31,696,
20,32,697,
20,33,698,
20,34,699,
20,35,700,
21,1,701,
21,2,702,
21,3,703,
21,4,704,
21,5,705,
21,6,706,
21,7,707,
21,8,708,"potato, cabbage, cauliflower, maize"
21,9,709,"chickpea, groundnut, mustard, potato"
21,10,710,"chickpea, groundnut, mustard, potato"
21,11,711,"rice, wheat, chickpea"
21,12,712,"chickpea, groundnut, mustard, potato"
21,13,713,"chickpea, groundnut, mustard, potato"
21,14,714,"chickpea, groundnut, mustard, potato"
21,15,715,"chickpea, groundnut, mustard, potato"
21,16,716,"chickpea, groundnut, mustard, potato"
21,17,717,"chickpea, groundnut, mustard, potato"
21,18,718,"chickpea, groundnut, mustard, potato"
21,19,719,"chickpea, groundnut, mustard, potato"
21,20,720,"chickpea, groundnut, mustard, potato"
21,21,721,"chickpea, groundnut, mustard, potato"
21,22,722,"rice, wheat, chickpea"
21,23,723,"rice, wheat, chickpea"
21,24,724,"rice, wheat, chickpea"
21,25,725,"rice, wheat, chickpea"
21,26,726,
21,27,727,
21,28,728,
21,29,729,
21,30,730,
21,31,731,
21,32,732,
21,33,733,
21,34,734,
21,35,735,
22,1,736,
22,2,737,
22,3,738,
22,4,739,
22,5,740,
22,6,741,
22,7,742,
22,8,743,"potato, cabbage, cauliflower, maize"
22,9,744,"potato, cabbage, cauliflower, maize"
22,10,745,"chickpea, groundnut, mustard, potato"
22,11,746,"chickpea, groundnut, mustard, potato"
22,12,747,"chickpea, groundnut, mustard, potato"
22,13,748,"chickpea, groundnut, mustard, potato"
22,14,749,"chickpea, groundnut, mustard, potato"
22,15,750,"chickpea, groundnut, mustard, potato"
22,16,751,"chickpea, groundnut, mustard, potato"
22,17,752,"chickpea, groundnut, mustard, potato"
22,18,753,"chickpea, groundnut, mustard, potato"
22,19,754,"chickpea, groundnut, mustard, potato"
22,20,755,"chickpea, groundnut, mustard, potato"
22,21,756,"rice, wheat, chickpea"
22,22,757,"garlic, lentil, okra"
22,23,758,"rice, wheat, chickpea"
22,24,759,"rice, wheat, chickpea"
22,25,760,
22,26,761,
22,27,762,
22,28,763,
22,29,764,
22,30,765,
22,31,766,
22,32,767,
22,33,768,
22,34,769,
22,35,770,
23,1,771,
23,2,772,
23,3,773,
23,4,774,
23,5,775,
23,6,776,
23,7,777,
23,8,778,"potato, cabbage, cauliflower, maize"
23,9,779,"potato, cabbage, cauliflower, maize"
23,10,780,"chickpea, groundnut, mustard, potato"
23,11,781,"chickpea, groundnut, mustard, potato"
23,12,782,"chickpea, groundnut, mustard, potato"
23,13,783,"chickpea, groundnut, mustard, potato"
23,14,784,"chickpea, groundnut, mustard, potato"
23,15,785,"chickpea, groundnut, mustard, potato"
23,16,786,"chickpea, groundnut, mustard, potato"
23,17,787,"chickpea, groundnut, mustard, potato"
23,18,788,"chickpea, groundnut, mustard, potato"
23,19,789,"chickpea, groundnut, mustard, potato"
23,20,790,"rice, wheat, chickpea"
23,21,791,"garlic, lentil, okra"
23,22,792,garlic
23,23,793,
23,24,794,
23,25,795,
23,26,796,
23,27,797,
23,28,798,
23,29,799,
23,30,800,
23,31,801,
23,32,802,
23,33,803,
23,34,804,
23,35,805,
24,1,806,
24,2,807,
24,3,808,
24,4,809,
24,5,810,
24,6,811,
24,7,812,
24,8,813,potato
24,9,814,potato
24,10,815,"chickpea, groundnut, mustard, potato"
24,11,816,"chickpea, groundnut, mustard, potato"
24,12,817,"chickpea, groundnut, mustard, potato"
24,13,818,"chickpea, groundnut, mustard, potato"
24,14,819,"chickpea, groundnut, mustard, potato"
24,15,820,"chickpea, groundnut, mustard, potato"
24,16,821,"chickpea, groundnut, mustard, potato"
24,17,822,"chickpea, groundnut, mustard, potato"
24,18,823,"cabbage, cauliflower, garlic, lentil"
24,19,824,"chickpea, groundnut, mustard, potato"
24,20,825,garlic
24,21,826,
24,22,827,
24,23,828,
24,24,829,
24,25,830,
24,26,831,
24,27,832,
24,28,833,
24,29,834,
24,30,835,
24,31,836,
24,32,837,
24,33,838,
24,34,839,
24,35,840,
25,1,841,
25,2,842,
25,3,843,"potato, cabbage, cauliflower, maize"
25,4,844,
25,5,845,
25,6,846,
25,7,847,
25,8,848,"potato, cabbage, cauliflower, maize"
25,9,849,"potato, cabbage, cauliflower, maize"
25,10,850,"chickpea, groundnut, mustard, potato"
25,11,851,"chickpea, groundnut, mustard, potato"
25,12,852,"chickpea, groundnut, mustard, potato"
25,13,853,"chickpea, groundnut, mustard, potato"
25,14,854,"chickpea, groundnut, mustard, potato"
25,15,855,"chickpea, groundnut, mustard, potato"
25,16,856,"chickpea, groundnut, mustard, potato"
25,17,857,"chickpea, groundnut, mustard, potato"
25,18,858,"cabbage, cauliflower, garlic, lentil"
25,19,859,"chickpea, groundnut, mustard, potato"
25,20,860,"rice, wheat, chickpea"
25,21,861,
25,22,862,
25,23,863,
25,24,864,
25,25,865,
25,26,866,
25,27,867,
25,28,868,
25,29,869,
25,30,870,
25,31,871,
25,32,872,
25,33,873,
25,34,874,
25,35,875,
26,1,876,
26,2,877,"potato, cabbage, cauliflower, maize"
26,3,878,"potato, cabbage, cauliflower, maize"
26,4,879,"potato, cabbage, cauliflower, maize"
26,5,880,
26,6,881,
26,7,882,"potato, cabbage, cauliflower, maize"
26,8,883,"potato, cabbage, cauliflower, maize"
26,9,884,"potato, cabbage, cauliflower, maize"
26,10,885,"potato, cabbage, cauliflower, maize"
26,11,886,"chickpea, groundnut, mustard, potato"
26,12,887,"potato, cabbage, cauliflower, maize"
26,13,888,"chickpea, groundnut, mustard, potato"
26,14,889,"chickpea, groundnut, mustard, potato"
26,15,890,"chickpea, groundnut, mustard, potato"
26,16,891,"chickpea, groundnut, mustard, potato"
26,17,892,"chickpea, groundnut, mustard, potato"
26,18,893,"chickpea, groundnut, mustard, potato"
26,19,894,"chickpea, groundnut, mustard, potato"
26,20,895,"rice, wheat, chickpea"
26,21,896,
26,22,897,
26,23,898,
26,24,899,
26,25,900,
26,26,901,
26,27,902,
26,28,903,
26,29,904,
26,30,905,
26,31,906,
26,32,907,
26,33,908,
26,34,909,
26,35,910,
27,1,911,
27,2,912,"potato, cabbage, cauliflower, maize"
27,3,913,"potato, cabbage, cauliflower, maize"
27,4,914,"potato, cabbage, cauliflower, maize"
27,5,915,"cabbage, cauliflower, sesame, blackgram"
27,6,916,"cabbage, cauliflower, sesame, blackgram"
27,7,917,"cabbage, cauliflower, sesame, blackgram"
27,8,918,"potato, cabbage, cauliflower, maize"
27,9,919,"potato, cabbage, cauliflower, maize"
27,10,920,"potato, cabbage, cauliflower, maize"
27,11,921,"potato, cabbage, cauliflower, maize"
27,12,922,"potato, cabbage, cauliflower, maize"
27,13,923,"potato, cabbage, cauliflower, maize"
27,14,924,"potato, cabbage, cauliflower, maize"
27,15,925,"chickpea, groundnut, mustard, potato"
27,16,926,"chickpea, groundnut, mustard, potato"
27,17,927,"chickpea, groundnut, mustard, potato"
27,18,928,"chickpea, groundnut, mustard, potato"
27,19,929,"rice, wheat, chickpea"
27,20,930,garlic
27,21,931,
27,22,932,
27,23,933,
27,24,934,
27,25,935,
27,26,936,
27,27,937,
27,28,938,
27,29,939,
27,30,940,
27,31,941,
27,32,942,
27,33,943,
27,34,944,
27,35,945,
28,1,946,
28,2,947,"potato, cabbage, cauliflower, maize"
28,3,948,"potato, cabbage, cauliflower, maize"
28,4,949,"potato, cabbage, cauliflower, maize"
28,5,950,"cabbage, cauliflower, sesame, blackgram"
28,6,951,"cabbage, cauliflower, sesame, blackgram"
28,7,952,"blackgram, broccoli, cabbage, cauliflower"
28,8,953,"cabbage, cauliflower, sesame, blackgram"
28,9,954,"cabbage, cauliflower, sesame, blackgram"
28,10,955,"cabbage, cauliflower, sesame, blackgram"
28,11,956,"potato, cabbage, cauliflower, maize"
28,12,957,"potato, cabbage, cauliflower, maize"
28,13,958,"potato, cabbage, cauliflower, maize"
28,14,959,"chickpea, groundnut, mustard, potato"
28,15,960,"potato, cabbage, cauliflower, maize"
28,16,961,"rice, wheat, chickpea"
28,17,962,"maize, potato"
28,18,963,
28,19,964,
28,20,965,
28,21,966,
28,22,967,
28,23,968,
28,24,969,
28,25,970,
28,26,971,
28,27,972,
28,28,973,
28,29,974,
28,30,975,
28,31,976,
28,32,977,
28,33,978,
28,34,979,
28,35,980,
29,1,981,
29,2,982,
29,3,983,"potato, cabbage, cauliflower, maize"
29,4,984,"potato, cabbage, cauliflower, maize"
29,5,985,"potato, cabbage, cauliflower, maize"
29,6,986,"maize, potato, rice"
29,7,987,"blackgram, broccoli, cabbage, cauliflower"
29,8,988,"cabbage, cauliflower, sesame, blackgram"
29,9,989,"cabbage, cauliflower, sesame, blackgram"
29,10,990,"potato, cabbage, cauliflower, maize"
29,11,991,"potato, cabbage, cauliflower, maize"
29,12,992,"potato, cabbage, cauliflower, maize"
29,13,993,"potato, cabbage, cauliflower, maize"
29,14,994,"potato, cabbage, cauliflower, maize"
29,15,995,"potato, cabbage, cauliflower, maize"
29,16,996,"maize, potato, rice"
29,17,997,"maize, potato, rice"
29,18,998,
29,19,999,
29,20,1000,
29,21,1001,
29,22,1002,
29,23,1003,
29,24,1004,
29,25,1005,
29,26,1006,
29,27,1007,
29,28,1008,
29,29,1009,
29,30,1010,
29,31,1011,
29,32,1012,
29,33,1013,
29,34,1014,
29,35,1015,
30,1,1016,
30,2,1017,
30,3,1018,"potato, cabbage, cauliflower, maize"
30,4,1019,"potato, cabbage, cauliflower, maize"
30,5,1020,"potato, cabbage, cauliflower, maize"
30,6,1021,"cabbage, cauliflower, sesame, blackgram"
30,7,1022,"cabbage, cauliflower, sesame, blackgram"
30,8,1023,"cabbage, cauliflower, sesame, blackgram"
30,9,1024,"cabbage, cauliflower, sesame, blackgram"
30,10,1025,"potato, cabbage, cauliflower, maize"
30,11,1026,"maize, potato, rice"
30,12,1027,"blackgram, broccoli, cabbage, cauliflower"
30,13,1028,"blackgram, broccoli, cabbage, cauliflower"
30,14,1029,"blackgram, broccoli, cabbage, cauliflower"
30,15,1030,"blackgram, broccoli, cabbage, cauliflower"
30,16,1031,"maize, potato, rice"
30,17,1032,
30,18,1033,
30,19,1034,
30,20,1035,
30,21,1036,
30,22,1037,
30,23,1038,
30,24,1039,
30,25,1040,
30,26,1041,
30,27,1042,
30,28,1043,
30,29,1044,
30,30,1045,
30,31,1046,
30,32,1047,
30,33,1048,
30,34,1049,
30,35,1050,
31,1,1051,
31,2,1052,
31,3,1053,"cabbage, cauliflower, sesame, blackgram"
31,4,1054,"potato, cabbage, cauliflower, maize"
31,5,1055,"potato, cabbage, cauliflower, maize"
31,6,1056,"cabbage, cauliflower, sesame, blackgram"
31,7,1057,"cabbage, cauliflower, sesame, blackgram"
31,8,1058,"cabbage, cauliflower, sesame, blackgram"
31,9,1059,"cabbage, cauliflower, sesame, blackgram"
31,10,1060,"potato, cabbage, cauliflower, maize"
31,11,1061,"blackgram, broccoli, cabbage, cauliflower"
31,12,1062,"blackgram, broccoli, cabbage, cauliflower"
31,13,1063,"blackgram, broccoli, cabbage, cauliflower"
31,14,1064,"blackgram, broccoli, cabbage, cauliflower"
31,15,1065,"blackgram, broccoli, cabbage, cauliflower"
31,16,1066,
31,17,1067,
31,18,1068,
31,19,1069,
31,20,1070,
31,21,1071,
31,22,1072,
31,23,1073,
31,24,1074,
31,25,1075,
31,26,1076,
31,27,1077,
31,28,1078,
31,29,1079,
31,30,1080,
31,31,1081,
31,32,1082,
31,33,1083,
31,34,1084,
31,35,1085,
32,1,1086,
32,2,1087,
32,3,1088,"blackgram, broccoli, cabbage, cauliflower"
32,4,1089,"blackgram, broccoli, cabbage, cauliflower"
32,5,1090,"maize, potato, rice"
32,6,1091,"potato, cabbage, cauliflower, maize"
32,7,1092,"potato, cabbage, cauliflower, maize"
32,8,1093,"maize, potato, rice"
32,9,1094,"maize, potato, rice"
32,10,1095,"blackgram, broccoli, cabbage, cauliflower"
32,11,1096,"blackgram, broccoli, cabbage, cauliflower"
32,12,1097,"blackgram, broccoli, cabbage, cauliflower"
32,13,1098,"blackgram, broccoli, cabbage, cauliflower"
32,14,1099,"blackgram, broccoli, cabbage, cauliflower"
32,15,1100,
32,16,1101,
32,17,1102,
32,18,1103,
32,19,1104,
32,20,1105,
32,21,1106,
32,22,1107,
32,23,1108,
32,24,1109,
32,25,1110,
32,26,1111,
32,27,1112,
32,28,1113,
32,29,1114,
32,30,1115,
32,31,1116,
32,32,1117,
32,33,1118,
32,34,1119,
32,35,1120,
33,1,1121,
33,2,1122,"blackgram, broccoli, cabbage, cauliflower"
33,3,1123,"blackgram, broccoli, cabbage, cauliflower"
33,4,1124,"blackgram, broccoli, cabbage, cauliflower"
33,5,1125,"blackgram, broccoli, cabbage, cauliflower"
